state,year,state_fips,corporate_tax_rate,federal_tax_rate
Alabama,1980,1,0.05,0.46
Alabama,1981,1,0.05,0.46
Alabama,1982,1,0.05,0.46
Alabama,1983,1,0.05,0.46
Alabama,1984,1,0.05,0.46
Alabama,1985,1,0.05,0.46
Alabama,1986,1,0.05,0.46
Alabama,1987,1,0.05,0.4
Alabama,1988,1,0.05,0.34
Alabama,1989,1,0.05,0.34
Alabama,1990,1,0.05,0.34
Alabama,1991,1,0.05,0.34
Alabama,1992,1,0.05,0.34
Alabama,1993,1,0.05,0.35
Alabama,1994,1,0.05,0.35
Alabama,1995,1,0.05,0.35
Alabama,1996,1,0.05,0.35
Alabama,1997,1,0.05,0.35
Alabama,1998,1,0.05,0.35
Alabama,1999,1,0.05,0.35
Alabama,2000,1,0.05,0.35
Alabama,2001,1,0.065,0.35
Alabama,2002,1,0.065,0.35
Alabama,2003,1,0.065,0.35
Alabama,2004,1,0.065,0.35
Alabama,2005,1,0.065,0.35
Alabama,2006,1,0.065,0.35
Alabama,2007,1,0.065,0.35
Alabama,2008,1,0.065,0.35
Alabama,2009,1,0.065,0.35
Alabama,2010,1,0.065,0.35
Alaska,1980,2,0.094,0.46
Alaska,1981,2,0.094,0.46
Alaska,1982,2,0.094,0.46
Alaska,1983,2,0.094,0.46
Alaska,1984,2,0.094,0.46
Alaska,1985,2,0.094,0.46
Alaska,1986,2,0.094,0.46
Alaska,1987,2,0.094,0.4
Alaska,1988,2,0.094,0.34
Alaska,1989,2,0.094,0.34
Alaska,1990,2,0.094,0.34
Alaska,1991,2,0.094,0.34
Alaska,1992,2,0.094,0.34
Alaska,1993,2,0.094,0.35
Alaska,1994,2,0.094,0.35
Alaska,1995,2,0.094,0.35
Alaska,1996,2,0.094,0.35
Alaska,1997,2,0.094,0.35
Alaska,1998,2,0.094,0.35
Alaska,1999,2,0.094,0.35
Alaska,2000,2,0.094,0.35
Alaska,2001,2,0.094,0.35
Alaska,2002,2,0.094,0.35
Alaska,2003,2,0.094,0.35
Alaska,2004,2,0.094,0.35
Alaska,2005,2,0.094,0.35
Alaska,2006,2,0.094,0.35
Alaska,2007,2,0.094,0.35
Alaska,2008,2,0.094,0.35
Alaska,2009,2,0.094,0.35
Alaska,2010,2,0.094,0.35
Arizona,1980,4,0.105,0.46
Arizona,1981,4,0.105,0.46
Arizona,1982,4,0.105,0.46
Arizona,1983,4,0.105,0.46
Arizona,1984,4,0.105,0.46
Arizona,1985,4,0.105,0.46
Arizona,1986,4,0.105,0.46
Arizona,1987,4,0.105,0.4
Arizona,1988,4,0.105,0.34
Arizona,1989,4,0.105,0.34
Arizona,1990,4,0.105,0.34
Arizona,1991,4,0.093,0.34
Arizona,1992,4,0.093,0.34
Arizona,1993,4,0.093,0.35
Arizona,1994,4,0.09,0.35
Arizona,1995,4,0.09,0.35
Arizona,1996,4,0.09,0.35
Arizona,1997,4,0.09,0.35
Arizona,1998,4,0.09,0.35
Arizona,1999,4,0.08,0.35
Arizona,2000,4,0.07968,0.35
Arizona,2001,4,0.06968,0.35
Arizona,2002,4,0.06968,0.35
Arizona,2003,4,0.06968,0.35
Arizona,2004,4,0.06968,0.35
Arizona,2005,4,0.06968,0.35
Arizona,2006,4,0.06968,0.35
Arizona,2007,4,0.06968,0.35
Arizona,2008,4,0.06968,0.35
Arizona,2009,4,0.06968,0.35
Arizona,2010,4,0.06968,0.35
Arkansas,1980,5,0.06,0.46
Arkansas,1981,5,0.06,0.46
Arkansas,1982,5,0.06,0.46
Arkansas,1983,5,0.06,0.46
Arkansas,1984,5,0.06,0.46
Arkansas,1985,5,0.06,0.46
Arkansas,1986,5,0.06,0.46
Arkansas,1987,5,0.06,0.4
Arkansas,1988,5,0.06,0.34
Arkansas,1989,5,0.06,0.34
Arkansas,1990,5,0.06,0.34
Arkansas,1991,5,0.065,0.34
Arkansas,1992,5,0.065,0.34
Arkansas,1993,5,0.065,0.35
Arkansas,1994,5,0.065,0.35
Arkansas,1995,5,0.065,0.35
Arkansas,1996,5,0.065,0.35
Arkansas,1997,5,0.065,0.35
Arkansas,1998,5,0.065,0.35
Arkansas,1999,5,0.065,0.35
Arkansas,2000,5,0.065,0.35
Arkansas,2001,5,0.065,0.35
Arkansas,2002,5,0.065,0.35
Arkansas,2003,5,0.065,0.35
Arkansas,2004,5,0.065,0.35
Arkansas,2005,5,0.065,0.35
Arkansas,2006,5,0.065,0.35
Arkansas,2007,5,0.065,0.35
Arkansas,2008,5,0.065,0.35
Arkansas,2009,5,0.065,0.35
Arkansas,2010,5,0.065,0.35
California,1980,6,0.096,0.46
California,1981,6,0.096,0.46
California,1982,6,0.096,0.46
California,1983,6,0.096,0.46
California,1984,6,0.096,0.46
California,1985,6,0.096,0.46
California,1986,6,0.096,0.46
California,1987,6,0.093,0.4
California,1988,6,0.093,0.34
California,1989,6,0.093,0.34
California,1990,6,0.093,0.34
California,1991,6,0.093,0.34
California,1992,6,0.093,0.34
California,1993,6,0.093,0.35
California,1994,6,0.093,0.35
California,1995,6,0.093,0.35
California,1996,6,0.093,0.35
California,1997,6,0.093,0.35
California,1998,6,0.0884,0.35
California,1999,6,0.0884,0.35
California,2000,6,0.0884,0.35
California,2001,6,0.0884,0.35
California,2002,6,0.0884,0.35
California,2003,6,0.0884,0.35
California,2004,6,0.0884,0.35
California,2005,6,0.0884,0.35
California,2006,6,0.0884,0.35
California,2007,6,0.0884,0.35
California,2008,6,0.0884,0.35
California,2009,6,0.0884,0.35
California,2010,6,0.0884,0.35
Colorado,1980,8,0.05,0.46
Colorado,1981,8,0.05,0.46
Colorado,1982,8,0.05,0.46
Colorado,1983,8,0.05,0.46
Colorado,1984,8,0.05,0.46
Colorado,1985,8,0.05,0.46
Colorado,1986,8,0.05,0.46
Colorado,1987,8,0.06,0.4
Colorado,1988,8,0.06,0.34
Colorado,1989,8,0.055,0.34
Colorado,1990,8,0.054,0.34
Colorado,1991,8,0.053,0.34
Colorado,1992,8,0.052,0.34
Colorado,1993,8,0.051,0.35
Colorado,1994,8,0.05,0.35
Colorado,1995,8,0.05,0.35
Colorado,1996,8,0.05,0.35
Colorado,1997,8,0.05,0.35
Colorado,1998,8,0.05,0.35
Colorado,1999,8,0.0475,0.35
Colorado,2000,8,0.0463,0.35
Colorado,2001,8,0.0463,0.35
Colorado,2002,8,0.0463,0.35
Colorado,2003,8,0.0463,0.35
Colorado,2004,8,0.0463,0.35
Colorado,2005,8,0.0463,0.35
Colorado,2006,8,0.0463,0.35
Colorado,2007,8,0.0463,0.35
Colorado,2008,8,0.0463,0.35
Colorado,2009,8,0.0463,0.35
Colorado,2010,8,0.0463,0.35
Connecticut,1980,9,0.1,0.46
Connecticut,1981,9,0.1,0.46
Connecticut,1982,9,0.1,0.46
Connecticut,1983,9,0.1,0.46
Connecticut,1984,9,0.115,0.46
Connecticut,1985,9,0.115,0.46
Connecticut,1986,9,0.115,0.46
Connecticut,1987,9,0.115,0.4
Connecticut,1988,9,0.115,0.34
Connecticut,1989,9,0.115,0.34
Connecticut,1990,9,0.115,0.34
Connecticut,1991,9,0.115,0.34
Connecticut,1992,9,0.115,0.34
Connecticut,1993,9,0.115,0.35
Connecticut,1994,9,0.115,0.35
Connecticut,1995,9,0.1125,0.35
Connecticut,1996,9,0.1075,0.35
Connecticut,1997,9,0.105,0.35
Connecticut,1998,9,0.095,0.35
Connecticut,1999,9,0.085,0.35
Connecticut,2000,9,0.075,0.35
Connecticut,2001,9,0.075,0.35
Connecticut,2002,9,0.075,0.35
Connecticut,2003,9,0.09,0.35
Connecticut,2004,9,0.09375,0.35
Connecticut,2005,9,0.075,0.35
Connecticut,2006,9,0.09,0.35
Connecticut,2007,9,0.075,0.35
Connecticut,2008,9,0.075,0.35
Connecticut,2009,9,0.075,0.35
Connecticut,2010,9,0.075,0.35
Delaware,1980,10,0.087,0.46
Delaware,1981,10,0.087,0.46
Delaware,1982,10,0.087,0.46
Delaware,1983,10,0.087,0.46
Delaware,1984,10,0.087,0.46
Delaware,1985,10,0.087,0.46
Delaware,1986,10,0.087,0.46
Delaware,1987,10,0.087,0.4
Delaware,1988,10,0.087,0.34
Delaware,1989,10,0.087,0.34
Delaware,1990,10,0.087,0.34
Delaware,1991,10,0.087,0.34
Delaware,1992,10,0.087,0.34
Delaware,1993,10,0.087,0.35
Delaware,1994,10,0.087,0.35
Delaware,1995,10,0.087,0.35
Delaware,1996,10,0.087,0.35
Delaware,1997,10,0.087,0.35
Delaware,1998,10,0.087,0.35
Delaware,1999,10,0.087,0.35
Delaware,2000,10,0.087,0.35
Delaware,2001,10,0.087,0.35
Delaware,2002,10,0.087,0.35
Delaware,2003,10,0.087,0.35
Delaware,2004,10,0.087,0.35
Delaware,2005,10,0.087,0.35
Delaware,2006,10,0.087,0.35
Delaware,2007,10,0.087,0.35
Delaware,2008,10,0.087,0.35
Delaware,2009,10,0.087,0.35
Delaware,2010,10,0.087,0.35
District of Columbia,1980,11,0.105,0.46
District of Columbia,1981,11,0.105,0.46
District of Columbia,1982,11,0.105,0.46
District of Columbia,1983,11,0.105,0.46
District of Columbia,1984,11,0.105,0.46
District of Columbia,1985,11,0.105,0.46
District of Columbia,1986,11,0.105,0.46
District of Columbia,1987,11,0.105,0.4
District of Columbia,1988,11,0.105,0.34
District of Columbia,1989,11,0.105,0.34
District of Columbia,1990,11,0.105,0.34
District of Columbia,1991,11,0.105,0.34
District of Columbia,1992,11,0.105,0.34
District of Columbia,1993,11,0.105,0.35
District of Columbia,1994,11,0.11,0.35
District of Columbia,1995,11,0.1,0.35
District of Columbia,1996,11,0.1,0.35
District of Columbia,1997,11,0.1,0.35
District of Columbia,1998,11,0.1,0.35
District of Columbia,1999,11,0.1,0.35
District of Columbia,2000,11,0,0.35
District of Columbia,2001,11,0,0.35
District of Columbia,2002,11,0,0.35
District of Columbia,2003,11,0,0.35
District of Columbia,2004,11,0,0.35
District of Columbia,2005,11,0,0.35
District of Columbia,2006,11,0,0.35
District of Columbia,2007,11,0,0.35
District of Columbia,2008,11,0,0.35
District of Columbia,2009,11,0,0.35
District of Columbia,2010,11,0,0.35
Florida,1980,12,0.05,0.46
Florida,1981,12,0.05,0.46
Florida,1982,12,0.05,0.46
Florida,1983,12,0.05,0.46
Florida,1984,12,0.05,0.46
Florida,1985,12,0.055,0.46
Florida,1986,12,0.055,0.46
